0,49400
1,26057
2,1600
4,7178
5,779
6,779
7,2384
8,1600
9,1146
10,1588
11,642
12,32586
13,996
14,35139
15,1013
16,40253
17,1413
18,608
19,213
20,302910
21,6515
22,384
23,642
24,303378
25,6993
26,2136
27,821
28,105149
29,948
30,203452
31,249016
32,623
33,114273
34,1544
35,5710
36,107589
37,104045
38,726
39,792
40,21736
41,1226
43,212051
44,172472
45,841
46,70154
47,1933
48,741446
49,80172
50,1617
51,1149
52,103732
53,510
54,621
55,123450
56,743206
57,770
58,176587
59,647214
60,212268
61,1838
62,37571
63,577
64,57797
65,54573
66,747415
67,103836
68,255
69,92314
70,750683
71,1363
72,750767
73,979
74,2319
75,691159
76,2256
77,738013
78,740790
80,212279
81,347
82,740
83,614
84,614
85,1214
86,614
87,1206
88,614
89,1291
90,614
91,615
92,615
93,1082
94,615
95,627
96,103789
97,615
98,57597
99,615
100,615
101,615
102,615
103,57545
104,57545
105,7751
106,1745
107,10464
108,1268
109,89694
110,131154
111,93164
112,76108
113,56892
114,253
115,77277
116,2093
117,384
118,949
119,7244
120,721
121,94855
122,25804
123,450
124,473
125,143672
126,74263
127,46538
128,46091
129,1196
130,1462
131,34980
132,5970
133,58652
134,112681
135,537174
136,3164
137,94803
138,737
139,1462
140,21788
141,2532
143,34980
144,175718
145,1749
146,34980
148,510
149,1611
150,111915
151,1210
152,310727
153,441
154,79248
155,24324
156,2803
157,228440
158,24791
159,426
160,12958
161,732178
162,4574
163,78576
164,58488
165,1611
166,57925
167,18627
168,497
169,5660
170,1376
171,809
172,1634
173,78726
174,104312
175,748850
176,78864
177,1210
178,615
179,10329
180,78864
181,1666
182,2093
183,213899
184,2636
185,133456
186,88364
187,213895
188,642
189,99330
190,2706
191,255064
192,212320
193,193571
194,685
195,384
196,228893
197,2390
198,2695
199,12237
200,2695
201,1363
202,685
203,4686
204,458
205,2426
206,655
207,57753
208,1354
209,699
210,263524
211,1149
212,47958
214,1220
215,78528
216,699
217,73455
218,1519
219,2070
220,24647
222,38624
223,36456
224,709
225,70140
226,835
227,742575
228,1026
229,1977
230,272621
231,182796
232,743766
233,755
234,71652
235,44555
236,745086
237,79728
238,737747
239,657
240,2346
241,1376
242,1933
243,715
244,442
245,673
246,1428
247,35032
248,731006
249,56352
250,54181
251,685
252,1017
253,1917
254,2635
255,25977
256,1797
257,3658
258,1230
259,7853
260,755
261,823
262,1763
263,307
264,7905
265,755
266,1174
267,53678
268,427
269,49296
271,755
272,749
273,2171
274,685
275,7333
276,755
277,1174
278,424
280,213
281,3166
282,451
284,51303
285,755
286,3518
287,16402
288,1929
290,755
291,1441
292,49464
293,642
294,1189
295,40184
296,316849
297,2260
298,1016
299,1074
300,1076
301,1076
302,1018
303,1018
304,1076
305,993
306,993
307,935
308,993
309,935
310,993
311,935
312,935
313,993
314,993
315,1660
316,2221
317,32116
318,2647
319,2647
320,93530
321,4911
322,1744
323,912
324,1823
325,12763
326,1322
327,2588
328,62176
329,4811
330,544268
331,283336
332,291752
334,1651
335,36701
336,736
337,49412
338,1933
339,79440
340,1691
341,4911
342,34394
343,161112
344,25925
345,79296
346,836
347,85807
348,2647
349,2699
350,17379
351,25873
352,79824
353,20442
354,1617
355,726414
356,218806
357,1551
358,1344
359,93315
360,12022
361,738518
362,4582
363,8345
364,58872
365,3393
366,458
367,935
368,2362
369,425772
370,171997
371,940
372,1524
373,18089
374,8306
375,685
376,1016
377,535
378,11617
379,843
380,616
381,424
382,10290
383,133352
384,37855
385,82513
386,1323
387,38135
388,1323
389,2576
390,555
391,1664
392,160768
393,555
394,555
395,857
396,694
397,39429
398,555
399,555
400,1323
401,685
402,20572
403,5584
404,642
405,70049
406,8226
407,38185
408,2489
409,729774
410,2692
411,622
412,757779
413,38376
414,1719
415,61711
416,12012
417,788
418,529
419,726388
420,21574
421,788
423,713
425,958
426,740394
427,148820
428,1104
429,30224
430,300566
431,267
432,458
433,2678
434,673
435,31579
436,134272
437,685
438,1370
439,1546
440,703
441,1618
442,1546
443,33947
444,424
445,685
446,685
448,779
449,88597
450,1502
451,3442
452,2544
453,894
454,1418
455,1546
456,555
457,1542
458,555
459,1483
460,2314
461,728
462,1219
463,1219
464,1536
465,736
466,15055
467,106049
468,2647
469,119984
470,663
471,34769
472,371
473,219332
474,79440
475,680
476,106049
477,45305
478,211854
479,458
480,1744
481,723991
482,2685
483,20695
484,79536
485,169921
486,35032
487,711853
488,1726
489,121232
490,40322
491,212030
492,1214
493,1771
494,18479
496,52842
497,1432
498,526
499,20695
500,2699
501,259618
502,2036
503,78768
504,267
505,35824
506,685
507,685
508,20821
509,95846
510,95846
511,12177
512,1502
513,32509
514,384
515,4512
516,161283
517,1264
518,2591
519,2591
520,4472
521,62778
522,2591
523,1167
524,685
525,1453
526,1105
527,133612
528,82409
529,123680
530,1546
531,1486
532,256624
533,24792
534,157282
535,36106
536,2503
537,644765
538,38364
539,656906
540,9435
541,6780
542,60338
543,2010
544,4007
545,730485
546,1484
547,930
548,1149
550,13436
551,11959
552,3223
553,4059
554,2699
555,7653
556,1044
557,34842
558,77506
559,2736
560,622
561,60260
562,3403
563,1336
564,6254
565,562
566,105997
567,38810
568,1823
569,125612
570,1492
571,663624
572,1738
573,2824
574,5970
575,1376
577,2426
578,152313
579,425
580,1042
581,734
582,384
583,451
584,123680
585,685
586,685
587,5500
588,23214
589,2261
590,685
591,555
592,555
593,33895
595,1188
596,107984
598,157878
599,116167
600,102284
601,1381
602,53482
603,1381
604,785
605,1321
606,71878
607,10298
608,1288
609,3454
610,1998
611,3251
612,206886
613,1857
614,11986
615,1484
616,458
617,768
618,78816
619,7483
620,972
621,579
622,3164
623,3327
624,3775
625,2040
626,3274
627,77088
628,431609
629,522
630,79056
631,79584
632,810
633,3274
634,79392
635,1484
636,38816
637,52670
638,284592
639,50775
640,62135
641,1944
642,1428
643,102892
644,69985
645,1196
646,382
647,1840
648,147857
649,51743
650,959
651,3522
652,1451
653,12009
654,10258
655,1248
656,138659
657,4472
658,3035
659,1295
660,13193
661,17259
662,22698
663,615
664,15644
665,685
666,424
667,11651
668,1222
669,123917
670,6074
671,998
672,78525
673,237735
674,26057
675,23994
676,3035
677,191146
678,4173
679,2831
680,26049
681,3234
682,731
683,820
685,4472
686,731
687,768
688,2831
689,195763
690,42605
691,2591
692,212320
693,101804
694,123857
695,1840
696,555
697,82409
698,550
699,1329
700,46054
701,99709
702,745471
703,116949
704,94202
705,1688
706,169704
707,164656
708,46000
709,1996
710,1566
711,738213
713,458
714,169704
715,736309
716,1695
717,1376
718,1329
719,723365
720,2266
721,91639
722,6022
723,1898
724,23273
725,36186
726,727279
727,926
728,50839
729,78544
730,773
731,656
732,1933
733,2266
734,6022
735,685
736,685
738,156731
739,685
740,48967
741,2779
742,2591
743,424
744,714
745,732
746,10416
747,1359
748,2831
749,2779
750,2831
752,685
754,685
756,77934
757,6187
758,6788
759,5629
760,2779
761,883
762,89956
763,42349
764,29307
766,79440
767,2264
768,1689
769,972
770,74575
771,29682
772,27148
773,734037
774,1428
775,1022
776,1933
777,1836
778,17600
779,80592
780,1074
781,740926
782,14155
783,87180
784,63052
785,6274
786,43195
787,12256
