classes-fixo-09.out,7169405,174755,6994650,2.43751050471
classes-fixo-10.out,12711153,159242,12551911,1.25277384357
classes-fixo-11.out,10652530,137995,10514535,1.29541996127
classes-fixo-12.out,29539,1203,28336,4.07258201022
