5,9207
163,3071
173,5797
227,530
229,8165
265,1441
325,471
392,2006
429,558
456,1947
543,498
555,612
593,508
643,329
704,498
800,490
816,498
822,558
953,1315
1133,483
1195,4965
1196,2006
1262,3632
1331,508
1343,498
1353,1365
1357,329
1359,2288
1373,498
1484,542
1499,1465
1530,498
1641,508
1669,530
1725,490
1759,471
1814,602
1821,498
1862,410
1863,622
1876,3632
1897,498
1964,508
1976,490
2043,498
2084,471
2088,498
2092,1303
2108,2453
2111,1033
2131,498
2150,530
2151,11089
2178,498
2201,3196
2221,11433
2261,498
2296,15141
2320,498
2364,14413
2437,3632
2463,498
2583,1850
2587,3632
2650,5452
2658,3677
2665,3632
2749,471
2808,498
2929,498
3024,2034
3030,329
3067,498
3113,498
3208,498
3214,471
3228,6398
3250,2879
3295,498
3341,498
3377,490
3491,8094
3571,498
3589,2600
3624,498
3665,5267
3707,3742
3715,471
3809,5203
3890,3741
3952,498
3995,3873
4152,508
4165,3620
4189,1178
4273,2033
4294,3184
4323,2017
4377,498
4417,4516
4423,2033
4466,498
4481,8043
4641,3962
4691,2303
4753,8997
4754,2988
4820,498
4882,6358
4954,6817
4955,498
4968,2453
5004,1033
5023,9526
5055,498
5114,2453
5182,498
5239,2913
5244,1033
5248,6762
5286,2033
5384,6161
5402,2705
5467,1277
5518,450
5540,611
5560,980
5567,752
5598,2033
5667,508
5735,1812
5762,3578
5811,2034
5933,498
5954,471
6032,1029
6139,3677
6150,611
6177,1970
6278,3551
6314,450
6486,2034
6517,5201
6619,498
6844,1303
6960,471
7094,498
7245,498
7358,2033
7425,498
7492,2033
7528,9018
7533,8634
7637,498
7677,3139
7681,1766
7709,6710
7741,4318
7776,434
7811,5305
7830,2033
7835,6153
7857,1798
7863,3278
7876,613
7917,1246
7922,471
8046,1574
8122,6351
8184,5824
8206,611
8420,8681
8504,2033
8512,3591
8535,6866
8542,611
8582,2130
8670,5566
8687,7762
8697,1406
8877,4098
8900,536
8912,471
8945,588
8991,7654
8993,11306
9005,628
9022,6385
9074,5614
9190,752
9224,1315
9274,498
9301,994
9303,7610
9304,3952
9307,4427
9338,2459
9347,2017
9383,2810
9427,2187
9558,498
9574,4226
9650,9976
9654,2469
9703,2323
9781,498
9967,498
10066,10722
10144,4924
10205,7659
10268,2220
10269,2033
10299,1303
10302,2220
10317,2542
10318,4924
10447,800
10519,9592
10675,6039
10700,2341
10714,3892
10757,2478
10758,11714
10804,10297
10816,10037
10835,10089
10837,3070
10838,611
10846,6182
10883,828
10902,3395
11013,4029
11032,9946
11075,8490
11086,614
11119,410
11126,498
11150,2909
11285,2903
11305,2924
11427,11132
11501,28781
11502,4847
11525,2699
11565,1857
11575,15696
11715,10143
11773,3398
11846,5228
11866,498
11871,4698
11899,611
11911,1654
11912,2212
11915,2018
11921,2557
11937,22647
11939,2123
11940,5691
11942,4615
11949,2101
11965,1315
12132,1407
12165,1303
12207,5614
12210,1598
12330,11922
12336,611
12360,1251
12433,1114
12617,1050
12632,2186
12666,1303
12797,611
12878,523
12882,4032
12908,2338
12922,1074
13016,614
13036,611
13047,1225
13065,11012
13108,4525
13134,6042
13138,7847
13256,5565
13263,5097
13292,3677
13303,2033
13388,4672
13389,645
13524,2186
13698,1058
13764,9804
13768,4669
13771,7604
13794,624
13807,12605
13924,490
13953,2706
13981,1530
14151,2238
14351,3383
14358,611
14402,3581
14411,4810
14469,498
14561,5901
14658,4421
14670,11757
