13,566
14,745
24,2032
29,566
30,566
31,566
43,566
44,566
61,566
62,566
132,526
136,1668
150,566
151,566
152,566
166,566
167,566
182,566
242,526
249,526
250,526
258,526
266,526
289,452
296,526
309,7262
318,3336
330,566
331,566
340,1427
348,566
349,920
410,566
411,566
412,566
413,566
434,403
464,526
469,526
470,526
479,412
518,566
520,566
575,566
576,566
577,566
578,566
579,566
595,490
618,1461
628,566
629,566
630,566
632,566
690,526
716,566
717,566
723,8052
764,443
768,745
769,566
770,566
771,566
772,566
822,526
827,526
845,526
846,526
856,526
858,924
863,924
868,924
871,566
872,566
884,924
886,443
903,1449
906,566
907,566
908,566
909,566
910,566
929,566
930,566
932,920
942,566
946,526
1002,523
1047,566
1048,566
1055,2453
1071,910
1075,910
1083,566
1084,566
1085,566
1086,566
1087,566
1113,566
1114,566
1135,526
1140,526
1165,526
1223,412
1257,920
1258,566
1259,566
1260,566
1261,566
1272,566
1273,920
1292,566
1293,566
1294,920
1301,566
1302,566
1365,526
1376,4969
1401,566
1402,566
1404,566
1409,443
1417,566
1418,566
1419,566
1430,566
1437,3336
1463,526
1481,526
1508,526
1522,566
1523,566
1557,5093
1561,566
1562,566
1563,566
1565,566
1566,566
1567,566
1568,920
1580,490
1588,566
1607,526
1640,412
1681,566
1682,566
1683,566
1699,3029
1707,566
1708,566
1709,566
1720,566
1721,566
1732,443
1740,566
1743,526
1815,566
1816,920
1848,566
1849,566
1850,745
1852,566
1877,566
1878,566
1880,566
1881,566
1882,566
1889,558
1909,526
1945,566
1946,566
1959,566
1960,566
1974,566
1987,566
1988,566
2012,526
2014,526
2024,526
2058,566
2061,895
2072,895
2076,566
2077,566
2079,566
2086,566
2087,566
2104,566
2105,566
2106,566
2117,526
2120,526
2154,412
2165,526
2181,566
2182,566
2191,8310
2210,566
2211,566
2212,566
2214,566
2235,566
2237,566
2238,566
2239,566
2240,566
2243,412
2300,566
2302,566
2326,566
2327,566
2328,566
2384,526
2385,526
2406,705
2413,412
2416,526
2417,526
2447,5462
2560,412
2570,701
2598,566
2599,566
2600,566
2602,566
2603,566
2604,566
2605,566
2623,566
2624,566
2625,566
2626,920
2649,412
2691,566
2692,920
2715,9021
2743,566
2744,920
2745,566
2746,566
2747,566
2748,566
2749,566
2750,566
2767,526
2773,526
2781,526
2805,412
2834,566
2850,566
2851,566
2852,566
2863,566
2864,920
2879,566
2880,566
2890,566
2891,566
2893,412
2963,566
2964,566
2965,566
2966,566
2967,566
2979,443
2985,566
2986,566
2987,566
2988,566
2989,566
2993,3336
3009,412
3019,526
3021,526
3026,526
3056,566
3057,566
3074,566
3075,566
3076,566
3109,566
3111,566
3112,566
3113,566
3114,566
3115,566
3181,566
3192,618
3193,920
3206,566
3207,745
3214,566
3215,566
3216,566
3228,526
3236,526
3258,526
3272,450
3286,566
3287,566
3299,566
3301,566
3302,566
3328,566
3329,566
3330,566
3331,566
3344,4965
3345,566
3346,566
3401,566
3402,566
3403,566
3404,566
3405,566
3418,2453
3422,566
3423,566
3424,566
3455,526
3463,526
3466,452
3473,526
3506,566
3507,566
3516,745
3517,566
3518,566
3526,741
3527,566
3540,566
3541,566
3543,566
3552,566
3553,566
3560,526
3596,412
3614,566
3615,566
3622,3018
3637,566
3638,566
3639,566
3640,566
3641,566
3676,526
3679,526
3689,526
3694,526
3721,443
3727,566
3728,566
3729,566
3730,566
3731,566
3732,566
3744,566
3745,566
3746,566
3762,526
3787,227
3795,526
3822,566
3823,566
3843,566
3844,566
3845,566
3846,566
3847,566
3852,566
3853,920
3906,526
3907,526
3909,526
3928,566
3929,566
3973,566
3974,566
3977,566
3978,566
3979,566
3980,566
3981,566
3982,566
3995,566
3996,566
4000,526
4101,566
4102,566
4103,566
4104,566
4105,566
4106,566
4107,566
4116,566
4117,566
4132,566
4192,566
4193,566
4203,566
4204,566
4205,566
4212,490
4215,8697
4222,3181
4225,566
4226,566
4227,566
4228,566
4229,566
4241,566
4242,920
4257,526
4264,412
4302,566
4303,566
4304,566
4305,566
4335,566
4336,566
4338,566
4339,566
4387,526
4388,526
4403,526
4405,412
4471,526
4483,526
4485,526
4486,526
4490,526
4497,412
4504,526
4533,490
4542,566
4543,566
4544,566
4545,566
4547,701
4554,566
4555,566
4556,566
4574,566
4575,566
4584,566
4585,566
4586,566
4653,566
4654,566
4655,566
4659,1955
4685,598
4689,566
4690,566
4692,566
4693,566
4694,566
4698,329
4706,526
4711,526
4727,558
4737,526
4746,566
4747,566
4751,2453
4757,566
4758,566
4759,566
4771,566
4788,566
4789,566
4790,566
4799,566
4800,566
4857,566
4858,566
4868,566
4880,490
4888,566
4889,566
4890,566
4891,566
4892,566
4902,566
4903,566
4915,526
4919,412
4949,566
4950,566
4971,483
4976,566
4977,566
4978,566
4979,566
4990,566
4991,566
4992,566
5001,566
5002,566
5038,2431
5040,526
5057,566
5058,566
5059,566
5060,566
5067,566
5068,566
5069,566
5076,566
5077,566
5083,566
5084,566
5085,566
5144,566
5153,566
5155,566
5169,566
5170,920
5177,566
5179,566
5180,566
5192,526
5211,412
5219,526
5232,566
5233,566
5246,566
5247,566
5248,566
5269,566
5270,566
5271,566
5272,566
5273,566
5284,566
5285,566
5296,526
5307,412
5328,566
5337,566
5338,566
5345,566
5346,566
5347,566
5356,566
5357,566
5399,526
5412,526
5414,526
5422,566
5423,566
5433,566
5434,566
5439,566
5440,566
5465,566
5466,566
5467,566
5468,566
5469,566
5482,526
5533,566
5534,566
5535,566
5536,566
5554,566
5555,566
5556,566
5569,566
5570,566
5584,526
5602,526
5608,526
5623,526
5637,566
5648,566
5649,920
5696,566
